data,open,high,low,close,sar,posicao
2025-12-13 18:38:00,181.045685,181.045685,180.991885,180.991885,180.9215058681728,ABAIXO
2025-12-13 18:39:00,180.993075,181.007925,180.970935,180.984635,180.93358441608243,ABAIXO
2025-12-13 18:40:00,180.987745,181.029885,180.986675,181.002905,180.9449382511175,ABAIXO
2025-12-13 18:41:00,181.005595,181.017005,180.955055,181.003955,181.122815,ACIMA
2025-12-13 18:42:00,181.003605,181.003605,180.944875,180.950165,181.11945980000002,ACIMA
2025-12-13 18:43:00,180.950595,180.971835,180.929305,180.944975,181.11247640800002,ACIMA
2025-12-13 18:44:00,180.946185,180.956645,180.919975,180.953345,181.10148612352003,ACIMA
2025-12-13 18:45:00,180.950795,180.960555,180.916435,180.923595,181.08696523363844,ACIMA
2025-12-13 18:46:00,180.923025,180.967265,180.911905,180.967265,181.0699122102746,ACIMA
2025-12-13 18:47:00,180.968185,180.976175,180.940745,180.948685,181.05095134504165,ACIMA
2025-12-13 18:48:00,180.948245,180.955895,180.913125,180.920005,181.03426578363664,ACIMA
2025-12-13 18:49:00,180.919475,180.926245,180.887365,180.912475,181.01958248960025,ACIMA
2025-12-13 18:50:00,180.912135,180.923465,180.880125,180.915135,181.0010720410562,ACIMA
2025-12-13 18:51:00,180.912915,180.957875,180.906695,180.949725,180.98172051448722,ACIMA
2025-12-13 18:52:00,180.949205,180.962625,180.918825,180.934495,180.96546523216927,ACIMA
2025-12-13 18:53:00,180.933485,180.956105,180.919725,180.956105,180.962625,ACIMA
2025-12-13 18:54:00,180.954075,180.975705,180.954075,180.958595,180.880125,ABAIXO
2025-12-13 18:55:00,180.956705,180.966105,180.896325,180.896325,180.8820366,ABAIXO
2025-12-13 18:56:00,180.895365,180.907075,180.853585,180.883525,180.975705,ACIMA
2025-12-13 18:57:00,180.884735,180.893725,180.810755,180.819805,180.9732626,ACIMA
2025-12-13 18:58:00,180.819655,180.857005,180.808105,180.851245,180.96676229599998,ACIMA
2025-12-13 18:59:00,180.850465,180.874745,180.831985,180.831985,180.95724285824,ACIMA
2025-12-13 19:00:00,180.831125,180.838205,180.773035,180.789625,180.9482945867456,ACIMA
2025-12-13 19:01:00,180.790565,180.830115,180.784215,180.830115,180.93427381980595,ACIMA
2025-12-13 19:02:00,180.831905,180.875165,180.823205,180.868005,180.92137471422149,ACIMA
2025-12-13 19:03:00,180.869395,180.880115,180.841085,180.862875,180.90950753708375,ACIMA
2025-12-13 19:04:00,180.863275,180.870355,180.831375,180.844595,180.89858973411705,ACIMA
2025-12-13 19:05:00,180.844705,180.844735,180.787135,180.836355,180.8885453553877,ACIMA
2025-12-13 19:06:00,180.836095,180.861175,180.812095,180.858785,180.87930452695667,ACIMA
2025-12-13 19:07:00,180.863365,180.892725,180.848895,180.877125,180.773035,ABAIXO
2025-12-13 19:08:00,180.877535,180.908025,180.876505,180.896235,180.7754288,ABAIXO
2025-12-13 19:09:00,180.896865,180.932275,180.888635,180.896455,180.780732648,ABAIXO
2025-12-13 19:10:00,180.898225,180.940035,180.875435,180.923065,180.78982518912,ABAIXO
2025-12-13 19:11:00,180.922875,180.964975,180.906535,180.941105,180.8018419739904,ABAIXO
2025-12-13 19:12:00,180.941355,180.971795,180.909045,180.912235,180.81815527659137,ABAIXO
2025-12-13 19:13:00,180.912085,180.932485,180.897925,180.913445,180.8365920434004,ABAIXO
2025-12-13 19:14:00,180.915765,180.928265,180.894175,180.917405,180.85281639819235,ABAIXO
2025-12-13 19:15:00,180.918745,180.982365,180.911215,180.982365,180.86709383040926,ABAIXO
2025-12-13 19:16:00,180.982705,181.003305,180.953645,180.995975,180.88323179415195,ABAIXO
2025-12-13 19:17:00,180.996265,181.046965,180.995805,181.039255,180.90244350708764,ABAIXO
2025-12-13 19:18:00,181.038035,181.067435,181.015245,181.048875,180.92845737581186,ABAIXO
2025-12-13 19:19:00,181.053525,181.057425,180.953175,180.954225,181.067435,ACIMA
2025-12-13 19:20:00,180.955505,180.989105,180.935445,180.957475,181.067435,ACIMA
2025-12-13 19:21:00,180.954485,180.992125,180.929375,180.975945,181.0621554,ACIMA
2025-12-13 19:22:00,180.975835,181.007065,180.973685,181.001425,181.054188576,ACIMA
2025-12-13 19:23:00,181.001365,181.031235,180.983355,180.995985,181.04669976144,ACIMA
2025-12-13 19:24:00,180.995165,181.011915,180.979465,181.000205,181.03966027575362,ACIMA
2025-12-13 19:25:00,181.000915,181.004025,180.944805,180.945945,181.0330431592084,ACIMA
2025-12-13 19:26:00,180.947665,180.979485,180.914295,180.971125,181.0268230696559,ACIMA
2025-12-13 19:27:00,180.972675,181.021045,180.953765,181.014925,180.914295,ABAIXO
2025-12-13 19:28:00,181.012995,181.054525,181.000385,181.054525,180.914295,ABAIXO
2025-12-13 19:29:00,181.054175,181.092025,181.037685,181.067895,180.91990420000002,ABAIXO
2025-12-13 19:30:00,181.067495,181.073255,181.015915,181.028815,180.93023144800003,ABAIXO
2025-12-13 19:31:00,181.028645,181.070905,181.022245,181.064675,180.93993906112001,ABAIXO
2025-12-13 19:32:00,181.064175,181.100825,181.043145,181.085505,180.94906421745281,ABAIXO
2025-12-13 19:33:00,181.086095,181.157105,181.082955,181.118115,180.9612050800566,ABAIXO
2025-12-13 19:34:00,181.121135,181.172265,181.113445,181.120135,180.98079507205094,ABAIXO
2025-12-13 19:35:00,181.119165,181.132445,181.075445,181.080845,181.00377146340483,ABAIXO
2025-12-13 19:36:00,181.077855,181.102635,181.045635,181.057295,181.02399068779624,ABAIXO
2025-12-13 19:37:00,181.058465,181.087375,181.042965,181.084445,181.0417836052607,ABAIXO
2025-12-13 19:38:00,181.083675,181.090475,181.056525,181.068255,181.042965,ABAIXO
2025-12-13 19:39:00,181.069365,181.081305,181.015945,181.041255,181.172265,ACIMA
2025-12-13 19:40:00,181.041645,181.048945,180.997905,181.032705,181.1691386,ACIMA
2025-12-13 19:41:00,181.032905,181.039655,180.975575,181.001145,181.162289256,ACIMA
2025-12-13 19:42:00,181.000875,181.030265,180.968595,180.979435,181.15108640064,ACIMA
2025-12-13 19:43:00,180.975755,181.047235,180.975755,181.044815,181.1364870885888,ACIMA
2025-12-13 19:44:00,181.045285,181.094065,181.038035,181.074525,181.12305572150171,ACIMA
2025-12-13 19:45:00,181.077505,181.133095,181.071965,181.129075,180.968595,ABAIXO
2025-12-13 19:46:00,181.130085,181.138995,181.101665,181.130875,180.971885,ABAIXO
2025-12-13 19:47:00,181.134085,181.153535,181.097445,181.105295,180.9785694,ABAIXO
2025-12-13 19:48:00,181.103805,181.141945,181.094255,181.094255,180.989067336,ABAIXO
2025-12-13 19:49:00,181.093635,181.147635,181.093635,181.140545,180.99893539584,ABAIXO
2025-12-13 19:50:00,181.140035,181.151265,181.109405,181.109765,181.0082113720896,ABAIXO
2025-12-13 19:51:00,181.110585,181.112305,181.067925,181.072365,181.01693078976422,ABAIXO
2025-12-13 19:52:00,181.066765,181.085105,181.039485,181.076565,181.02512704237836,ABAIXO
2025-12-13 19:53:00,181.076785,181.102465,181.059065,181.076125,181.03283151983567,ABAIXO
2025-12-13 19:54:00,181.075165,181.075165,181.033015,181.042395,181.153535,ACIMA
2025-12-13 19:55:00,181.042445,181.089875,181.042445,181.071575,181.1511246,ACIMA
2025-12-13 19:56:00,181.067895,181.120665,181.067895,181.081865,181.148762408,ACIMA
2025-12-13 19:57:00,181.081145,181.090205,181.048295,181.051465,181.14644745984,ACIMA
2025-12-13 19:58:00,181.050245,181.068965,181.042595,181.054565,181.1441788106432,ACIMA
2025-12-13 19:59:00,181.055805,181.089945,181.055805,181.066975,181.14195553443034,ACIMA
2025-12-13 20:00:00,181.066725,181.101705,181.063345,181.078455,181.13977672374173,ACIMA
2025-12-13 20:01:00,181.079455,181.079455,181.006195,181.014135,181.1376414892669,ACIMA
2025-12-13 20:02:00,181.014885,181.067995,180.996155,181.067995,181.13238362969622,ACIMA
2025-12-13 20:03:00,181.069225,181.078335,181.026525,181.043105,181.12420991191445,ACIMA
2025-12-13 20:04:00,181.046015,181.046155,180.979525,180.997815,181.11652661719958,ACIMA
2025-12-13 20:05:00,180.998655,180.998655,180.959425,180.969255,181.1055664878236,ACIMA
2025-12-13 20:06:00,180.968565,180.976105,180.950355,180.970115,181.09095233904125,ACIMA
2025-12-13 20:07:00,180.969315,180.970095,180.933615,180.943845,181.0740806583563,ACIMA
2025-12-13 20:08:00,180.944005,181.026695,180.942605,181.026695,181.0544154661864,ACIMA
2025-12-13 20:09:00,181.025305,181.102035,181.023775,181.084965,180.933615,ABAIXO
2025-12-13 20:10:00,181.084855,181.144735,181.084855,181.134415,180.9369834,ABAIXO
2025-12-13 20:11:00,181.135625,181.168455,181.122465,181.166415,180.945293464,ABAIXO
